center,velocity,velocity_err,dispersion,dispersion_err,EW,EW_err
152,-417.054417104409,156.41847358459268,239.1122583995136,181.09032670765282,14.305483886464636,28.27873919728004
153,-515.8032164257949,204.51162409621392,312.54175479038,220.26835089656785,23.537429489303484,63.398096672531146
154,-499.3855333113932,151.46871341789725,293.5529230440637,164.51268602268712,25.082751834282455,59.80798567869381
155,-418.65522764802137,103.23434196886964,229.45897265258972,116.38239994821907,33.085847342186014,96.64901781323223
156,-437.12091641106605,151.16424701600153,299.70123621635344,163.97410924607402,23.04297575051212,49.09137633992465
157,-428.2018292044418,136.95754271467817,257.5132437654246,153.0124142347296,21.55352411159535,49.979203980380234
158,239.77365568860563,667.96686537295,886.3038718677517,745.5823018487658,67.98792259551496,434.7413212480156
159,478.6326045402499,724.9367603178883,720.7777789327754,795.395596641544,22.51928687904318,70.0620660173892
160,512.9513340183314,661.4864062109426,596.6304925424128,713.043805496576,14.505163562600464,35.78086008881283
161,443.1488454041122,779.9698037436726,999.9999999999999,768.1347893973914,29.625515650769703,83.00166053975536
162,299.9160542106985,707.3476110144056,999.9999999999999,803.4423930902503,67.87219940143528,399.4684760838077
163,-375.86707289428216,623.7442227541221,965.6881917908163,637.6601298562683,24.30669143330274,43.62388896283752
164,70.42741917779483,863.7068423605965,999.9999999999999,827.1392841979188,25.10804592219867,64.73862342164446
165,-163.8534685053005,1705.2309778024771,999.9999999999999,1745.1599747125272,8.6501377779299,17.657977373971786
166,72.25705277378805,1.117781707977304e-12,177.4065477915682,3.3549857560460776e-13,-0.0,
167,-183.10700327498367,873.4433045072259,999.9999999999999,770.8710143382617,20.710813858678573,43.61127886187757
168,-180.28960570977122,1161.3692294647226,999.9999999999999,1174.7852673728066,11.639383192027626,20.71644279683196
169,-266.7098740693966,388.07519228475064,999.9999999999999,435.18048566930133,26.76897731102777,33.2435157781384
170,-269.8992247370418,284.25984663550486,780.2813021040217,309.7577362452007,21.691479520224156,24.083969796282258
171,-274.053595453356,172.0871073686051,458.69026729550654,182.74702188031793,12.926297874156386,11.026511892116671
172,-314.16698273505546,177.13980642811424,394.1944845241611,189.78060212878816,9.549747921909189,7.579303509632986
173,-296.1924017181554,176.1920624041138,435.916323851125,188.57137122591405,9.762983638630583,7.115117310263671
