center,velocity,velocity_err,dispersion,dispersion_err,EW,EW_err
155,13355.610715682813,115.0892674627352,171.20877584799257,123.08191983604675,5.927298175631651,5.998910121243636
156,13388.829041286699,163.78586667712344,214.39286304953578,149.82691022481725,7.284091499785556,9.477688442747287
157,13332.429222620805,193.10073136085856,223.9041225788878,168.84952671802452,13.693766002233808,36.15187391665829
158,13316.58515707612,207.74180274466215,229.03557038435176,176.39244556229252,9.3563982251351,20.925928756716086
159,13321.597972958074,143.99681421087985,183.2166648229827,145.94643678997025,9.517648477663078,17.605749443739995
160,13354.843280009787,168.5582315442646,114.29307373972071,238.98203467278634,4.5185493336675355,7.565686047790041
161,13330.533379890288,176.71938485698152,100.60147920708411,253.2980193080356,3.6170403922218624,5.829074973729071
162,13312.181966706947,164.50844604052358,124.39982640170302,194.76195303373348,4.359833577517816,6.345708594359831
163,13266.726857584157,176.18819055881926,133.77770490379268,183.5985204646857,4.818588888193385,6.375266255790887
164,13263.88417642414,150.4790520595519,104.24037837951413,172.0177856985982,4.528526781809429,5.736319833183659
165,13237.812165455744,119.07836068578034,130.38421278574316,160.11330964219613,5.110048493719267,6.192104515262133
166,13231.064691442583,119.51557408577438,126.88489951954308,151.00836257588057,4.62307790247843,5.0681381596108634
167,13216.867032452223,99.1065554337852,122.75943997338541,137.1082060524599,3.843904623981433,3.106561699040366
168,13222.607721601096,75.15418292106129,134.87153957829682,96.2843673672816,5.354387576651746,3.920723515527371
169,13195.26260712137,53.61775494981169,103.23475816921857,70.85485949199106,5.3077754095702305,3.0628969138768234
170,13181.474472030932,20.469363533873018,118.85631143384742,28.873683506667888,8.007835071109838,2.6850275889419115
171,13173.888865838271,34.5698292198608,127.96384166815714,45.68043236432353,8.874121408485818,5.122668524128989
172,13161.875914918119,33.69494577985706,124.46850302932214,45.38317001107911,9.017575775456821,5.212521508608721
173,13172.012529966172,34.983280318984406,142.19310749891054,42.79434915337473,9.27307277239142,5.0896892555069675
174,13169.437750382884,35.78929439227985,152.25195784309264,42.14330161235117,9.242968245362219,4.785761644747416
175,13175.341130180432,38.54238291161954,159.21441148755795,43.75040334286377,8.477462746254247,4.123170241627751
176,13180.154212504578,39.12350277358345,158.5016249513865,44.791405507711296,7.7855114052907135,3.568360378954355
177,13184.546230084032,42.26113600262118,165.09913053908798,47.27793425617347,6.988912764738053,2.9871274647352823
178,13159.46499267114,48.58412293758931,157.90120450188942,56.932842319980665,5.388329398992131,2.1860189247196065
179,13163.39724871866,50.40708314321224,164.84396603492237,56.75076657818284,4.946528855642413,1.8963452905667475
180,13153.598086572814,62.03304213466626,177.83334696221672,67.45607093531706,4.171989156939774,1.558297411746493
181,13163.850450321339,45.23880894233287,177.75894414217865,49.06663689680609,3.062581545294435,0.6920386663168417
182,13048.025155484904,29.133046093765326,1.0470623227731262,2291.056670470415,1.7811633672389995,0.43995912031957096
183,13038.24782449091,30.733767795437444,1.0470623227731262,2387.583940776842,1.881836750468444,0.4870554767000294
184,13035.088717113767,27.044282403792383,1.0470623227731262,2095.3260767256315,2.366612159802024,0.6306319762795564
185,13027.607196173192,22.13417685567202,1.0470623227731262,1729.6072232323186,3.2692943107296193,0.8766695096256569
186,13021.344366223077,18.733212397162625,1.0470623227731262,1481.1352800661346,4.42262720056014,1.2759811205290805
187,13011.689678235862,17.908718521786792,26.34674831766667,85.03630333755402,5.732961675034929,1.9390598671690096
188,12999.925733250162,16.974030925500728,45.62182019753843,48.82777832930376,6.600306087429474,2.2624133505331905
189,12987.102877721381,16.74062566886609,58.33564544801537,39.099287904899306,7.231159998870911,2.499528254944926
190,12975.555497665428,16.7111513340587,67.345498384467,35.0198894569713,7.657560376284723,2.667065959629653
191,12966.722990758148,16.770260164999815,70.44327292054163,33.71229889626854,7.906069211136634,2.793577571637668
192,12960.378121874202,17.141685915757655,73.39389365893103,33.457063261054394,7.9656856862465215,2.859832302430308
193,12956.28834610707,17.262593426504353,71.90717230392539,34.25692180910077,7.886647325327913,2.8500144027883723
194,12952.375156388716,17.443205280626422,71.7000215916263,34.82120335273497,7.778476189598802,2.8107871868180285
195,12946.990522734137,17.63614553609981,70.20460439054166,35.80918610312933,7.5481229448771465,2.698867373398525
196,12938.300811109782,17.582116147369906,66.94365277947868,37.080475250604906,7.131114775420186,2.4565958177977567
197,12929.408982362493,17.688790720370395,63.116803200183,39.32633188454066,6.5291633364941335,2.1367917812874095
198,12918.35563942665,18.328940044395544,63.03534463525107,40.68602537430874,5.957208755748136,1.857846899584108
199,12913.779272605558,20.179182104722496,64.24003362214313,43.67504919270454,5.105558645628704,1.519107188399926
200,12919.31591115978,25.424745881096783,74.77470431601448,49.005869906636626,3.9277257975484328,1.131950850530605
201,12949.959376548553,35.342717347274785,104.96865931193292,53.48412028721014,3.279051341674528,0.971863594448734
202,12990.458802862848,39.18450122333122,106.22151683616563,59.38544451269641,2.9706790864545316,0.8967474592421761
203,13018.70869137961,36.0659945449294,105.76933363528599,54.10306464958566,3.270823890189792,0.9648393181859682
