waveem,flux
5.522808e+03,1.769238e+00
5.521010e+03,1.736200e+00
5.519212e+03,1.754055e+00
5.517414e+03,1.727815e+00
5.515617e+03,1.691987e+00
5.513819e+03,1.779201e+00
5.512021e+03,1.812548e+00
5.510223e+03,1.738507e+00
5.508425e+03,1.733135e+00
5.506627e+03,1.735388e+00
5.504829e+03,1.743118e+00
5.503031e+03,1.720408e+00
5.501233e+03,1.719692e+00
5.499435e+03,1.805075e+00
5.497637e+03,1.839314e+00
5.495840e+03,1.898637e+00
5.494042e+03,1.716712e+00
5.492244e+03,1.715592e+00
5.490446e+03,1.738043e+00
5.488648e+03,1.694773e+00
5.486850e+03,1.793126e+00
5.485052e+03,1.737911e+00
5.483254e+03,1.644425e+00
5.481456e+03,1.728715e+00
5.479658e+03,1.670931e+00
5.477860e+03,1.816936e+00
5.476062e+03,1.709743e+00
5.474265e+03,1.705490e+00
5.472467e+03,1.696730e+00
5.470669e+03,1.772118e+00
5.468871e+03,1.696345e+00
5.467073e+03,1.826319e+00
5.465275e+03,1.815862e+00
5.463477e+03,1.876455e+00
5.461679e+03,1.686041e+00
5.459881e+03,1.752046e+00
5.458083e+03,1.702729e+00
5.456285e+03,1.776831e+00
5.454488e+03,1.746542e+00
5.452690e+03,1.708359e+00
5.450892e+03,1.747640e+00
5.449094e+03,1.695086e+00
5.447296e+03,1.622420e+00
5.445498e+03,1.764159e+00
5.443700e+03,1.730262e+00
5.441902e+03,1.673058e+00
5.440104e+03,1.744347e+00
5.438306e+03,1.801804e+00
5.436508e+03,1.661214e+00
5.434711e+03,1.685118e+00
5.432913e+03,1.653734e+00
5.431115e+03,1.613799e+00
5.429317e+03,1.638576e+00
5.427519e+03,1.620843e+00
5.425721e+03,1.770256e+00
5.423923e+03,1.781867e+00
5.422125e+03,1.576573e+00
5.420327e+03,1.838339e+00
5.418529e+03,1.722308e+00
5.416731e+03,1.620654e+00
5.414933e+03,1.664663e+00
5.413136e+03,1.584929e+00
5.411338e+03,1.683809e+00
5.409540e+03,1.617082e+00
5.407742e+03,1.658071e+00
5.405944e+03,1.575175e+00
5.404146e+03,1.658413e+00
5.402348e+03,1.607572e+00
5.400550e+03,1.538242e+00
5.398752e+03,1.655866e+00
5.396954e+03,1.756520e+00
5.395156e+03,1.636221e+00
5.393359e+03,1.610325e+00
5.391561e+03,1.649693e+00
5.389763e+03,1.593424e+00
5.387965e+03,1.665049e+00
5.386167e+03,1.726512e+00
5.384369e+03,1.647778e+00
5.382571e+03,1.704800e+00
5.380773e+03,1.618600e+00
5.378975e+03,1.706808e+00
5.377177e+03,1.624569e+00
5.375379e+03,1.649320e+00
5.373582e+03,1.623538e+00
5.371784e+03,1.607274e+00
5.369986e+03,1.667502e+00
5.368188e+03,1.688648e+00
5.366390e+03,1.739899e+00
5.364592e+03,1.534102e+00
5.362794e+03,1.857992e+00
5.360996e+03,2.047877e+00
5.359198e+03,2.107470e+00
5.357400e+03,2.099348e+00
5.355602e+03,1.869742e+00
5.353804e+03,2.382032e+00
5.352007e+03,1.998308e+00
5.350209e+03,2.079982e+00
5.348411e+03,1.936363e+00
5.346613e+03,1.674793e+00
5.344815e+03,1.473472e+00
5.343017e+03,1.619396e+00
5.341219e+03,1.635386e+00
