waveem,flux
5.339421e+03,1.537643e+00
5.337623e+03,1.549239e+00
5.335825e+03,1.680916e+00
5.334027e+03,1.584039e+00
5.332230e+03,1.453366e+00
5.330432e+03,1.571631e+00
5.328634e+03,1.576607e+00
5.326836e+03,1.597108e+00
5.325038e+03,1.589658e+00
5.323240e+03,1.588188e+00
5.321442e+03,1.524731e+00
5.319644e+03,1.572098e+00
5.317846e+03,1.491889e+00
5.316048e+03,1.646857e+00
5.314250e+03,1.650461e+00
5.312453e+03,1.635367e+00
5.310655e+03,1.610707e+00
5.308857e+03,1.530847e+00
5.307059e+03,1.525515e+00
5.305261e+03,1.632975e+00
5.303463e+03,1.534467e+00
5.301665e+03,1.568013e+00
5.299867e+03,1.646866e+00
5.298069e+03,1.545383e+00
5.296271e+03,1.669270e+00
5.294473e+03,1.560166e+00
5.292675e+03,1.562485e+00
5.290878e+03,1.600068e+00
5.289080e+03,1.543024e+00
5.287282e+03,1.497227e+00
5.285484e+03,1.457362e+00
5.283686e+03,1.492829e+00
5.281888e+03,1.461664e+00
5.280090e+03,1.439456e+00
5.278292e+03,1.457619e+00
5.276494e+03,1.461524e+00
5.274696e+03,1.389662e+00
5.272898e+03,1.307545e+00
5.271101e+03,1.299526e+00
5.269303e+03,1.452032e+00
5.267505e+03,1.392795e+00
5.265707e+03,1.408044e+00
5.263909e+03,1.479182e+00
5.262111e+03,1.326866e+00
5.260313e+03,1.418106e+00
5.258515e+03,1.435837e+00
5.256717e+03,1.370225e+00
5.254919e+03,1.453418e+00
5.253121e+03,1.392802e+00
5.251324e+03,1.477059e+00
5.249526e+03,1.425887e+00
5.247728e+03,1.485594e+00
5.245930e+03,1.432437e+00
5.244132e+03,1.492848e+00
5.242334e+03,1.503355e+00
5.240536e+03,1.422529e+00
5.238738e+03,1.470200e+00
5.236940e+03,1.403700e+00
5.235142e+03,1.391885e+00
5.233344e+03,1.435735e+00
5.231546e+03,1.396469e+00
5.229749e+03,1.388370e+00
5.227951e+03,1.474130e+00
5.226153e+03,1.466708e+00
5.224355e+03,1.332924e+00
5.222557e+03,1.321968e+00
5.220759e+03,1.425785e+00
5.218961e+03,1.382472e+00
5.217163e+03,1.464652e+00
5.215365e+03,1.205673e+00
5.213567e+03,1.393287e+00
5.211769e+03,1.358936e+00
5.209972e+03,1.271156e+00
5.208174e+03,1.343045e+00
5.206376e+03,1.353828e+00
5.204578e+03,1.330897e+00
5.202780e+03,1.311580e+00
5.200982e+03,1.331842e+00
5.199184e+03,1.362312e+00
5.197386e+03,1.346869e+00
5.195588e+03,1.286519e+00
5.193790e+03,1.353566e+00
5.191992e+03,1.299655e+00
5.190195e+03,1.321356e+00
5.188397e+03,1.292346e+00
5.186599e+03,1.202202e+00
5.184801e+03,1.208807e+00
5.183003e+03,1.180727e+00
5.181205e+03,1.232528e+00
5.179407e+03,1.250433e+00
5.177609e+03,1.126832e+00
5.175811e+03,1.171106e+00
5.174013e+03,1.077755e+00
5.172215e+03,1.058416e+00
5.170417e+03,1.120687e+00
5.168620e+03,1.102636e+00
5.166822e+03,1.183069e+00
5.165024e+03,1.309159e+00
5.163226e+03,1.212826e+00
5.161428e+03,1.321521e+00
5.159630e+03,1.221212e+00
5.157832e+03,1.322013e+00
5.156034e+03,1.310855e+00
5.154236e+03,1.268462e+00
5.152438e+03,1.346840e+00
5.150640e+03,1.365285e+00
5.148843e+03,1.276586e+00
5.147045e+03,1.368092e+00
5.145247e+03,1.254744e+00
5.143449e+03,1.333719e+00
5.141651e+03,1.211564e+00
5.139853e+03,1.270110e+00
5.138055e+03,1.292897e+00
5.136257e+03,1.298874e+00
5.134459e+03,1.193278e+00
5.132661e+03,1.307402e+00
5.130863e+03,1.356990e+00
5.129066e+03,1.284413e+00
5.127268e+03,1.327498e+00
5.125470e+03,1.300961e+00
5.123672e+03,1.416229e+00
5.121874e+03,1.427891e+00
5.120076e+03,1.280806e+00
5.118278e+03,1.334132e+00
5.116480e+03,1.404178e+00
5.114682e+03,1.348043e+00
5.112884e+03,1.307765e+00
5.111086e+03,1.320163e+00
5.109288e+03,1.381659e+00
5.107491e+03,1.388559e+00
5.105693e+03,1.371898e+00
5.103895e+03,1.329093e+00
5.102097e+03,1.338336e+00
5.100299e+03,1.278603e+00
5.098501e+03,1.373317e+00
5.096703e+03,1.237821e+00
5.094905e+03,1.240126e+00
5.093107e+03,1.227520e+00
5.091309e+03,1.380967e+00
5.089511e+03,1.244313e+00
5.087714e+03,1.533648e+00
5.085916e+03,1.317976e+00
5.084118e+03,1.370197e+00
5.082320e+03,1.343768e+00
5.080522e+03,1.239524e+00
5.078724e+03,1.408194e+00
5.076926e+03,1.265178e+00
5.075128e+03,1.298557e+00
5.073330e+03,1.296879e+00
5.071532e+03,1.343435e+00
5.069734e+03,1.277413e+00
5.067937e+03,1.259664e+00
5.066139e+03,1.271395e+00
5.064341e+03,1.336257e+00
5.062543e+03,1.405425e+00
5.060745e+03,1.299147e+00
5.058947e+03,1.303508e+00
5.057149e+03,1.292660e+00
5.055351e+03,1.405466e+00
5.053553e+03,1.377860e+00
5.051755e+03,1.356897e+00
5.049957e+03,1.265750e+00
5.048159e+03,1.344273e+00
5.046362e+03,1.254543e+00
5.044564e+03,1.351468e+00
5.042766e+03,1.392658e+00
5.040968e+03,1.245239e+00
5.039170e+03,1.391450e+00
5.037372e+03,2.361221e+00
5.035574e+03,1.292993e+00
5.033776e+03,1.264117e+00
5.031978e+03,1.269642e+00
5.030180e+03,1.331549e+00
5.028382e+03,1.193442e+00
5.026585e+03,1.268839e+00
5.024787e+03,1.384556e+00
5.022989e+03,1.304488e+00
5.021191e+03,1.263383e+00
5.019393e+03,1.293251e+00
5.017595e+03,1.271153e+00
5.015797e+03,1.214576e+00
5.013999e+03,1.232055e+00
5.012201e+03,1.284800e+00
5.010403e+03,1.282924e+00
5.008605e+03,1.336184e+00
5.006807e+03,1.338112e+00
5.005010e+03,1.260615e+00
5.003212e+03,1.422277e+00
5.001414e+03,1.392358e+00
4.999616e+03,1.377581e+00
4.997818e+03,1.359310e+00
4.996020e+03,1.197350e+00
4.994222e+03,1.346929e+00
4.992424e+03,1.380104e+00
4.990626e+03,1.280994e+00
4.988828e+03,1.283277e+00
4.987030e+03,1.245469e+00
4.985233e+03,1.202955e+00
4.983435e+03,1.284867e+00
4.981637e+03,1.295771e+00
4.979839e+03,1.298709e+00
4.978041e+03,1.269652e+00
4.976243e+03,1.281497e+00
4.974445e+03,1.286672e+00
4.972647e+03,1.313417e+00
4.970849e+03,1.351212e+00
4.969051e+03,1.314821e+00
4.967253e+03,1.312054e+00
4.965456e+03,1.357157e+00
4.963658e+03,1.353071e+00
4.961860e+03,1.330803e+00
4.960062e+03,1.343096e+00
4.958264e+03,1.319097e+00
4.956466e+03,1.406998e+00
4.954668e+03,1.394111e+00
4.952870e+03,1.377765e+00
4.951072e+03,1.407414e+00
4.949274e+03,1.265961e+00
4.947476e+03,1.309046e+00
4.945678e+03,1.321384e+00
4.943881e+03,1.390301e+00
4.942083e+03,1.336632e+00
4.940285e+03,1.320780e+00
4.938487e+03,1.281734e+00
4.936689e+03,1.252328e+00
4.934891e+03,1.356310e+00
4.933093e+03,1.294748e+00
4.931295e+03,1.243444e+00
4.929497e+03,1.364382e+00
4.927699e+03,1.251083e+00
4.925901e+03,1.343771e+00
4.924104e+03,1.289824e+00
4.922306e+03,1.256817e+00
4.920508e+03,1.301640e+00
4.918710e+03,1.211160e+00
4.916912e+03,1.187251e+00
4.915114e+03,1.223855e+00
4.913316e+03,1.252853e+00
4.911518e+03,1.224172e+00
4.909720e+03,1.277845e+00
4.907922e+03,1.335986e+00
4.906124e+03,1.374287e+00
4.904327e+03,1.219923e+00
4.902529e+03,1.323511e+00
4.900731e+03,1.271785e+00
4.898933e+03,1.268998e+00
4.897135e+03,1.349117e+00
4.895337e+03,1.290693e+00
4.893539e+03,1.230222e+00
4.891741e+03,1.235326e+00
4.889943e+03,1.193114e+00
4.888145e+03,1.260492e+00
4.886347e+03,1.173073e+00
4.884549e+03,1.262660e+00
4.882752e+03,1.139913e+00
4.880954e+03,1.119624e+00
4.879156e+03,1.127387e+00
4.877358e+03,1.120738e+00
4.875560e+03,1.194912e+00
4.873762e+03,1.199025e+00
4.871964e+03,1.184992e+00
4.870166e+03,1.187681e+00
4.868368e+03,1.101020e+00
4.866570e+03,1.157664e+00
4.864772e+03,1.149220e+00
4.862975e+03,1.226806e+00
4.861177e+03,1.230411e+00
4.859379e+03,1.365334e+00
4.857581e+03,1.270737e+00
4.855783e+03,1.239068e+00
4.853985e+03,1.217766e+00
4.852187e+03,1.135027e+00
4.850389e+03,1.156329e+00
4.848591e+03,1.109201e+00
4.846793e+03,1.127442e+00
4.844995e+03,1.209259e+00
4.843198e+03,1.139166e+00
4.841400e+03,1.249195e+00
4.839602e+03,1.217946e+00
4.837804e+03,1.253023e+00
4.836006e+03,1.203833e+00
4.834208e+03,1.240202e+00
4.832410e+03,1.269324e+00
4.830612e+03,1.240445e+00
4.828814e+03,1.271255e+00
4.827016e+03,1.284622e+00
4.825218e+03,1.139665e+00
4.823420e+03,1.217469e+00
4.821623e+03,1.285671e+00
4.819825e+03,1.178947e+00
4.818027e+03,1.253580e+00
4.816229e+03,1.217538e+00
4.814431e+03,1.245795e+00
4.812633e+03,1.242406e+00
4.810835e+03,1.320699e+00
4.809037e+03,1.323033e+00
4.807239e+03,1.230775e+00
4.805441e+03,1.294979e+00
4.803643e+03,1.260545e+00
4.801846e+03,1.220642e+00
4.800048e+03,1.220354e+00
4.798250e+03,1.242746e+00
4.796452e+03,1.263063e+00
4.794654e+03,1.307755e+00
4.792856e+03,1.218706e+00
4.791058e+03,1.330173e+00
4.789260e+03,1.233562e+00
4.787462e+03,1.190225e+00
4.785664e+03,1.262655e+00
4.783866e+03,1.175631e+00
4.782069e+03,1.176110e+00
4.780271e+03,1.201843e+00
4.778473e+03,1.227052e+00
4.776675e+03,1.213284e+00
4.774877e+03,1.188667e+00
4.773079e+03,1.245557e+00
4.771281e+03,1.297298e+00
4.769483e+03,1.269423e+00
4.767685e+03,1.208855e+00
4.765887e+03,1.103876e+00
4.764089e+03,1.145205e+00
4.762291e+03,1.264247e+00
4.760494e+03,1.211094e+00
4.758696e+03,1.152987e+00
4.756898e+03,1.110028e+00
4.755100e+03,1.231704e+00
4.753302e+03,1.191961e+00
4.751504e+03,1.202445e+00
4.749706e+03,1.221658e+00
4.747908e+03,1.169144e+00
4.746110e+03,1.193809e+00
4.744312e+03,1.209902e+00
4.742514e+03,1.251182e+00
4.740717e+03,1.206355e+00
4.738919e+03,1.249836e+00
4.737121e+03,1.158897e+00
4.735323e+03,1.253561e+00
4.733525e+03,1.166224e+00
4.731727e+03,1.119423e+00
4.729929e+03,1.181570e+00
4.728131e+03,1.129705e+00
4.726333e+03,1.183910e+00
4.724535e+03,1.220322e+00
4.722737e+03,1.192948e+00
4.720940e+03,1.215450e+00
4.719142e+03,1.136796e+00
4.717344e+03,1.209794e+00
4.715546e+03,1.132308e+00
4.713748e+03,1.109757e+00
4.711950e+03,1.120181e+00
4.710152e+03,1.141125e+00
4.708354e+03,1.151067e+00
4.706556e+03,1.106335e+00
4.704758e+03,1.113397e+00
4.702960e+03,1.036759e+00
4.701162e+03,1.095709e+00
4.699365e+03,1.085138e+00
4.697567e+03,1.079270e+00
4.695769e+03,1.107671e+00
4.693971e+03,1.076507e+00
4.692173e+03,1.136129e+00
4.690375e+03,1.113957e+00
4.688577e+03,1.204422e+00
4.686779e+03,1.168714e+00
4.684981e+03,1.156436e+00
4.683183e+03,1.089748e+00
4.681385e+03,1.173452e+00
4.679588e+03,1.087215e+00
4.677790e+03,1.147602e+00
4.675992e+03,1.208525e+00
4.674194e+03,1.123238e+00
4.672396e+03,1.170736e+00
4.670598e+03,1.082215e+00
4.668800e+03,1.128050e+00
4.667002e+03,1.090525e+00
4.665204e+03,1.052302e+00
4.663406e+03,1.138705e+00
4.661608e+03,1.157964e+00
4.659811e+03,1.089253e+00
4.658013e+03,1.143133e+00
4.656215e+03,1.010346e+00
4.654417e+03,1.114635e+00
4.652619e+03,1.121921e+00
4.650821e+03,1.103623e+00
4.649023e+03,1.193559e+00
4.647225e+03,1.022394e+00
4.645427e+03,1.086676e+00
4.643629e+03,1.095541e+00
4.641831e+03,1.065729e+00
4.640033e+03,1.097061e+00
4.638236e+03,1.034160e+00
4.636438e+03,1.124588e+00
4.634640e+03,1.105925e+00
4.632842e+03,1.098719e+00
4.631044e+03,1.166572e+00
4.629246e+03,1.122878e+00
4.627448e+03,1.119578e+00
4.625650e+03,1.075568e+00
4.623852e+03,1.123748e+00
4.622054e+03,1.198221e+00
4.620256e+03,1.133040e+00
4.618459e+03,1.175460e+00
4.616661e+03,1.065584e+00
4.614863e+03,1.132321e+00
4.613065e+03,1.190275e+00
4.611267e+03,1.090327e+00
4.609469e+03,1.318737e+00
4.607671e+03,3.004625e+00
4.605873e+03,1.184946e+00
4.604075e+03,1.069189e+00
4.602277e+03,1.092585e+00
4.600479e+03,1.130776e+00
4.598682e+03,1.037835e+00
4.596884e+03,1.125879e+00
4.595086e+03,9.981838e-01
4.593288e+03,1.084439e+00
4.591490e+03,9.664981e-01
4.589692e+03,1.038908e+00
4.587894e+03,1.037731e+00
4.586096e+03,1.086861e+00
4.584298e+03,1.085939e+00
4.582500e+03,1.014406e+00
4.580702e+03,1.071969e+00
4.578904e+03,1.058332e+00
4.577107e+03,1.117137e+00
4.575309e+03,1.109974e+00
4.573511e+03,1.005411e+00
4.571713e+03,1.115440e+00
4.569915e+03,1.023139e+00
4.568117e+03,1.081771e+00
4.566319e+03,1.053810e+00
4.564521e+03,1.028725e+00
4.562723e+03,1.052012e+00
4.560925e+03,1.105966e+00
4.559127e+03,1.070834e+00
4.557330e+03,1.037162e+00
4.555532e+03,1.120295e+00
4.553734e+03,1.050576e+00
4.551936e+03,1.115219e+00
4.550138e+03,1.075337e+00
4.548340e+03,1.075075e+00
4.546542e+03,9.532032e-01
4.544744e+03,1.030193e+00
4.542946e+03,9.583343e-01
4.541148e+03,9.896209e-01
4.539350e+03,1.067603e+00
4.537552e+03,1.005130e+00
4.535755e+03,1.004259e+00
4.533957e+03,9.609607e-01
4.532159e+03,1.006715e+00
4.530361e+03,9.354395e-01
4.528563e+03,9.291627e-01
4.526765e+03,1.016139e+00
4.524967e+03,9.627531e-01
4.523169e+03,9.957890e-01
4.521371e+03,1.039977e+00
4.519573e+03,9.390191e-01
4.517775e+03,1.045102e+00
4.515978e+03,9.574423e-01
4.514180e+03,1.093198e+00
4.512382e+03,1.030862e+00
4.510584e+03,1.047434e+00
4.508786e+03,1.023758e+00
4.506988e+03,1.028392e+00
4.505190e+03,1.075697e+00
4.503392e+03,1.082688e+00
4.501594e+03,1.090146e+00
4.499796e+03,1.096072e+00
4.497998e+03,1.066567e+00
4.496201e+03,1.015406e+00
4.494403e+03,1.018905e+00
4.492605e+03,1.047223e+00
4.490807e+03,9.628815e-01
4.489009e+03,9.674466e-01
4.487211e+03,1.027282e+00
4.485413e+03,1.022774e+00
4.483615e+03,9.821184e-01
4.481817e+03,1.089465e+00
4.480019e+03,1.033864e+00
4.478221e+03,1.069252e+00
4.476423e+03,8.632978e-01
4.474626e+03,9.359581e-01
4.472828e+03,9.824723e-01
4.471030e+03,9.785673e-01
4.469232e+03,9.443285e-01
4.467434e+03,9.443990e-01
4.465636e+03,9.218671e-01
4.463838e+03,8.806680e-01
4.462040e+03,9.074324e-01
4.460242e+03,9.636896e-01
4.458444e+03,9.093870e-01
4.456646e+03,8.668936e-01
4.454849e+03,9.102377e-01
4.453051e+03,8.591238e-01
4.451253e+03,9.470182e-01
4.449455e+03,8.572014e-01
4.447657e+03,8.959816e-01
4.445859e+03,8.233222e-01
4.444061e+03,8.879664e-01
4.442263e+03,9.678910e-01
4.440465e+03,9.280435e-01
4.438667e+03,8.523044e-01
4.436869e+03,9.542312e-01
4.435072e+03,9.128125e-01
4.433274e+03,9.244305e-01
4.431476e+03,9.122228e-01
4.429678e+03,8.684224e-01
4.427880e+03,8.683946e-01
4.426082e+03,8.434927e-01
4.424284e+03,8.247789e-01
4.422486e+03,8.882019e-01
4.420688e+03,7.436046e-01
4.418890e+03,9.172017e-01
4.417092e+03,8.784385e-01
4.415294e+03,8.241418e-01
4.413497e+03,9.020631e-01
4.411699e+03,9.021061e-01
4.409901e+03,8.193811e-01
4.408103e+03,9.132403e-01
4.406305e+03,8.781290e-01
4.404507e+03,8.165146e-01
4.402709e+03,8.779792e-01
4.400911e+03,7.425248e-01
4.399113e+03,8.371862e-01
4.397315e+03,8.003544e-01
4.395517e+03,7.971609e-01
4.393720e+03,7.946575e-01
4.391922e+03,8.197413e-01
4.390124e+03,7.912302e-01
4.388326e+03,7.988938e-01
4.386528e+03,7.725594e-01
4.384730e+03,7.899480e-01
4.382932e+03,7.871461e-01
4.381134e+03,7.442134e-01
4.379336e+03,7.597684e-01
4.377538e+03,7.318985e-01
4.375740e+03,7.263874e-01
4.373943e+03,7.725044e-01
4.372145e+03,7.932311e-01
4.370347e+03,8.019141e-01
4.368549e+03,7.857642e-01
4.366751e+03,7.319681e-01
4.364953e+03,7.618604e-01
4.363155e+03,7.235953e-01
4.361357e+03,8.223595e-01
4.359559e+03,8.932885e-01
4.357761e+03,8.738825e-01
4.355963e+03,8.650654e-01
4.354165e+03,7.663139e-01
4.352368e+03,8.129078e-01
4.350570e+03,8.715344e-01
4.348772e+03,7.684377e-01
4.346974e+03,7.810451e-01
4.345176e+03,8.080414e-01
4.343378e+03,8.541936e-01
4.341580e+03,7.003461e-01
4.339782e+03,7.605569e-01
4.337984e+03,7.638983e-01
4.336186e+03,7.767245e-01
4.334388e+03,7.369426e-01
4.332591e+03,6.580338e-01
4.330793e+03,7.922809e-01
4.328995e+03,7.243177e-01
4.327197e+03,7.389793e-01
4.325399e+03,7.939163e-01
4.323601e+03,7.159559e-01
4.321803e+03,6.707038e-01
4.320005e+03,7.618575e-01
4.318207e+03,7.511487e-01
4.316409e+03,7.771563e-01
4.314611e+03,7.919843e-01
4.312814e+03,7.410552e-01
4.311016e+03,7.959681e-01
4.309218e+03,7.786264e-01
4.307420e+03,6.608559e-01
4.305622e+03,6.781585e-01
4.303824e+03,5.511312e-01
4.302026e+03,6.596002e-01
4.300228e+03,6.159784e-01
4.298430e+03,6.370508e-01
4.296632e+03,5.086235e-01
4.294834e+03,5.805078e-01
4.293036e+03,6.062137e-01
4.291239e+03,5.397769e-01
4.289441e+03,6.228342e-01
4.287643e+03,6.247518e-01
4.285845e+03,6.367419e-01
4.284047e+03,6.498724e-01
4.282249e+03,6.344078e-01
4.280451e+03,6.585815e-01
4.278653e+03,6.803366e-01
4.276855e+03,6.944148e-01
4.275057e+03,7.347452e-01
4.273259e+03,7.535626e-01
4.271462e+03,6.774471e-01
4.269664e+03,6.035720e-01
4.267866e+03,6.955369e-01
4.266068e+03,6.393031e-01
4.264270e+03,6.798967e-01
4.262472e+03,6.780450e-01
4.260674e+03,7.445229e-01
4.258876e+03,7.653220e-01
4.257078e+03,6.543006e-01
4.255280e+03,7.132519e-01
4.253482e+03,7.112621e-01
4.251685e+03,8.076836e-01
4.249887e+03,7.391916e-01
4.248089e+03,6.924454e-01
4.246291e+03,6.846205e-01
4.244493e+03,7.181103e-01
4.242695e+03,7.072425e-01
4.240897e+03,7.180061e-01
4.239099e+03,6.874998e-01
4.237301e+03,6.928705e-01
4.235503e+03,6.921788e-01
4.233705e+03,7.155949e-01
4.231907e+03,7.196732e-01
4.230110e+03,7.383720e-01
4.228312e+03,7.700513e-01
4.226514e+03,6.253203e-01
4.224716e+03,6.705345e-01
4.222918e+03,7.285099e-01
4.221120e+03,7.514547e-01
4.219322e+03,7.296360e-01
4.217524e+03,6.263198e-01
4.215726e+03,6.582471e-01
4.213928e+03,6.820369e-01
4.212130e+03,8.147365e-01
4.210333e+03,7.177258e-01
4.208535e+03,7.170255e-01
4.206737e+03,7.016840e-01
4.204939e+03,6.902660e-01
4.203141e+03,7.025202e-01
4.201343e+03,6.916556e-01
4.199545e+03,7.461595e-01
4.197747e+03,7.805986e-01
4.195949e+03,7.044161e-01
4.194151e+03,6.281368e-01
4.192353e+03,6.960614e-01
4.190556e+03,7.376926e-01
4.188758e+03,7.467298e-01
4.186960e+03,7.171335e-01
4.185162e+03,7.593183e-01
4.183364e+03,7.036475e-01
4.181566e+03,7.146499e-01
4.179768e+03,7.539315e-01
4.177970e+03,6.345851e-01
4.176172e+03,6.002203e-01
4.174374e+03,7.284239e-01
4.172576e+03,7.435289e-01
4.170778e+03,6.926060e-01
4.168981e+03,6.834523e-01
4.167183e+03,6.899237e-01
4.165385e+03,7.094400e-01
4.163587e+03,6.174399e-01
4.161789e+03,6.318166e-01
4.159991e+03,6.597492e-01
4.158193e+03,7.437600e-01
4.156395e+03,7.068901e-01
4.154597e+03,6.700330e-01
4.152799e+03,7.154327e-01
4.151001e+03,6.619695e-01
4.149204e+03,6.165988e-01
4.147406e+03,7.266662e-01
4.145608e+03,7.140411e-01
4.143810e+03,6.341492e-01
4.142012e+03,6.247479e-01
4.140214e+03,5.840428e-01
4.138416e+03,6.725355e-01
4.136618e+03,6.630410e-01
4.134820e+03,6.938709e-01
4.133022e+03,6.829840e-01
4.131224e+03,6.961494e-01
4.129427e+03,6.938352e-01
4.127629e+03,6.482089e-01
4.125831e+03,5.803325e-01
4.124033e+03,6.776151e-01
4.122235e+03,6.764841e-01
4.120437e+03,6.369054e-01
4.118639e+03,6.479642e-01
4.116841e+03,6.022446e-01
4.115043e+03,6.601987e-01
4.113245e+03,6.812378e-01
4.111447e+03,6.061205e-01
4.109649e+03,6.755323e-01
4.107852e+03,6.378014e-01
4.106054e+03,6.242077e-01
4.104256e+03,6.481297e-01
4.102458e+03,5.588400e-01
4.100660e+03,6.401768e-01
4.098862e+03,6.361986e-01
4.097064e+03,6.528003e-01
4.095266e+03,5.923320e-01
4.093468e+03,6.315381e-01
4.091670e+03,5.221246e-01
4.089872e+03,5.652595e-01
4.088075e+03,5.911390e-01
4.086277e+03,5.218799e-01
4.084479e+03,6.738603e-01
4.082681e+03,6.087085e-01
4.080883e+03,6.312860e-01
4.079085e+03,6.045534e-01
4.077287e+03,6.260733e-01
4.075489e+03,6.934852e-01
4.073691e+03,6.170106e-01
4.071893e+03,5.592260e-01
4.070095e+03,6.667451e-01
4.068297e+03,5.849132e-01
4.066500e+03,6.211580e-01
4.064702e+03,6.081426e-01
4.062904e+03,6.116326e-01
4.061106e+03,6.648505e-01
4.059308e+03,6.208316e-01
4.057510e+03,6.251389e-01
4.055712e+03,5.654047e-01
4.053914e+03,6.067846e-01
4.052116e+03,5.775856e-01
4.050318e+03,5.940061e-01
4.048520e+03,5.896621e-01
4.046723e+03,5.731854e-01
4.044925e+03,6.368456e-01
4.043127e+03,5.491781e-01
4.041329e+03,5.829292e-01
4.039531e+03,6.157399e-01
4.037733e+03,6.459126e-01
4.035935e+03,5.714054e-01
4.034137e+03,6.183961e-01
4.032339e+03,5.893728e-01
4.030541e+03,6.112990e-01
4.028743e+03,6.695540e-01
4.026946e+03,6.253401e-01
4.025148e+03,6.579123e-01
4.023350e+03,5.522621e-01
4.021552e+03,5.366295e-01
4.019754e+03,6.112320e-01
4.017956e+03,5.989053e-01
4.016158e+03,6.819931e-01
4.014360e+03,6.102627e-01
4.012562e+03,6.130521e-01
4.010764e+03,5.810419e-01
4.008966e+03,5.781402e-01
4.007168e+03,6.209422e-01
4.005371e+03,5.936868e-01
4.003573e+03,6.570563e-01
4.001775e+03,6.958837e-01
3.999977e+03,6.731410e-01
3.998179e+03,6.126033e-01
3.996381e+03,5.807702e-01
3.994583e+03,5.696859e-01
3.992785e+03,5.323437e-01
3.990987e+03,6.291602e-01
3.989189e+03,5.929708e-01
3.987391e+03,5.788817e-01
3.985594e+03,5.847450e-01
3.983796e+03,5.938431e-01
3.981998e+03,5.601476e-01
3.980200e+03,5.816471e-01
3.978402e+03,5.507384e-01
3.976604e+03,5.737668e-01
3.974806e+03,5.680724e-01
3.973008e+03,5.090198e-01
3.971210e+03,4.201606e-01
3.969412e+03,4.916572e-01
3.967614e+03,4.290816e-01
3.965817e+03,4.452804e-01
3.964019e+03,4.312573e-01
3.962221e+03,3.509495e-01
3.960423e+03,3.163695e-01
3.958625e+03,3.666811e-01
3.956827e+03,3.275132e-01
3.955029e+03,4.214093e-01
3.953231e+03,3.079511e-01
3.951433e+03,2.930350e-01
3.949635e+03,3.436645e-01
3.947837e+03,3.808386e-01
3.946039e+03,3.963040e-01
3.944242e+03,3.784140e-01
3.942444e+03,4.059650e-01
3.940646e+03,4.613267e-01
3.938848e+03,4.065265e-01
3.937050e+03,4.681696e-01
3.935252e+03,4.134059e-01
3.933454e+03,4.371388e-01
3.931656e+03,4.178115e-01
3.929858e+03,4.195812e-01
3.928060e+03,3.397714e-01
3.926262e+03,2.986942e-01
3.924465e+03,3.710516e-01
3.922667e+03,3.427740e-01
3.920869e+03,2.211165e-01
3.919071e+03,2.087078e-01
3.917273e+03,3.901945e-01
3.915475e+03,3.699052e-01
3.913677e+03,3.629590e-01
3.911879e+03,3.331872e-01
3.910081e+03,4.021818e-01
3.908283e+03,4.502542e-01
3.906485e+03,4.268304e-01
3.904688e+03,3.903981e-01
3.902890e+03,3.896885e-01
3.901092e+03,4.755118e-01
3.899294e+03,4.423145e-01
3.897496e+03,4.114012e-01
3.895698e+03,4.022803e-01
3.893900e+03,4.548361e-01
3.892102e+03,4.641924e-01
3.890304e+03,3.833880e-01
3.888506e+03,4.351775e-01
3.886708e+03,4.261306e-01
3.884910e+03,4.174299e-01
3.883113e+03,3.182390e-01
3.881315e+03,3.352125e-01
3.879517e+03,4.575105e-01
3.877719e+03,4.015693e-01
3.875921e+03,3.352814e-01
3.874123e+03,6.705102e-01
3.872325e+03,9.349047e-01
3.870527e+03,3.432359e-01
3.868729e+03,3.580199e-01
3.866931e+03,3.571818e-01
3.865133e+03,3.101331e-01
3.863336e+03,4.025470e-01
3.861538e+03,3.888283e-01
3.859740e+03,3.229044e-01
3.857942e+03,3.831979e-01
3.856144e+03,3.224925e-01
3.854346e+03,3.407679e-01
3.852548e+03,3.912427e-01
3.850750e+03,3.572666e-01
3.848952e+03,3.249737e-01
3.847154e+03,3.793821e-01
3.845356e+03,3.687118e-01
3.843559e+03,2.993317e-01
3.841761e+03,3.510259e-01
3.839963e+03,4.357653e-01
3.838165e+03,3.894223e-01
3.836367e+03,3.563041e-01
3.834569e+03,4.589255e-01
3.832771e+03,3.772105e-01
3.830973e+03,3.626687e-01
3.829175e+03,4.141655e-01
3.827377e+03,2.900074e-01
3.825579e+03,2.959093e-01
3.823781e+03,2.772459e-01
3.821984e+03,3.298434e-01
3.820186e+03,3.306635e-01
3.818388e+03,3.292683e-01
3.816590e+03,3.131241e-01
3.814792e+03,2.587495e-01
3.812994e+03,3.144518e-01
3.811196e+03,2.622089e-01
3.809398e+03,2.820687e-01
3.807600e+03,2.402461e-01
3.805802e+03,3.474027e-01
3.804004e+03,2.982304e-01
3.802207e+03,3.670228e-01
3.800409e+03,3.437686e-01
3.798611e+03,3.362699e-01
3.796813e+03,4.171512e-01
3.795015e+03,3.346933e-01
3.793217e+03,3.633205e-01
3.791419e+03,3.160182e-01
3.789621e+03,2.541169e-01
3.787823e+03,3.573977e-01
3.786025e+03,3.094895e-01
3.784227e+03,3.272065e-01
3.782430e+03,2.693585e-01
3.780632e+03,2.795002e-01
3.778834e+03,2.900862e-01
3.777036e+03,3.213455e-01
3.775238e+03,3.821817e-01
3.773440e+03,3.960321e-01
3.771642e+03,3.243294e-01
3.769844e+03,3.354866e-01
