center,velocity,velocity_err,dispersion,dispersion_err,EW,EW_err
152,178.14686748246027,45.186593689076275,1.0288130303684826,3536.1771013057664,5.22964347055812,3.8270621926287913
153,158.32992654456174,38.09261402435573,1.0288130303684826,3008.7219221360847,6.693808961229726,5.078438605273669
154,164.63842575020442,39.30270911851077,16.36803059171693,146.69602343312962,6.31740258992526,4.559317836642602
155,182.49825547051088,47.899151885847935,53.696238118761116,93.51345667900426,6.43521807990632,4.939756500963007
156,201.3087821250348,43.101621160156505,24.357547110654906,160.4301247914829,5.90912245022208,4.389938908663812
157,230.0546208758277,66.7463269878934,40.36196415311585,153.1644455320759,4.079135262453601,3.1487479131691942
158,252.1343211738903,101.67321814962003,116.86998314514007,147.7035406902661,3.7832630669307408,3.0234284090366685
159,263.800582666689,159.86799671230474,109.58663544482552,249.56140949796838,2.047963485778553,1.9549386779384248
160,334.4172777266331,156.34174267061564,169.48758396719376,191.6352882454613,3.4523276915044496,2.912443527172896
161,360.37139892597287,160.04673111279854,259.70157468917284,178.81875079324982,5.181122040213285,3.8894505966248847
162,357.80358497851944,103.73156943486612,259.3871878489805,127.63566247876282,7.659061519968912,4.880986274637027
163,282.3565598609573,89.53833665528946,176.40039907862504,116.82994312560946,5.46311960438058,3.5532429861429162
164,293.8276715736715,51.11687866387658,108.24479738626111,79.45542573574927,6.128757381088367,3.860491113147064
165,272.75051615416714,58.957349057984125,55.9466771322199,140.02501531566995,3.794350675337723,2.426485591586833
166,232.33259275752565,74.1679843071091,85.36760358263157,120.40912756399912,3.9874920609062126,2.755307538164181
167,273.52397030302797,75.78902846129448,1.0288130303684826,5868.37688741391,2.6820250314927887,1.9780425742904377
168,219.37119622345352,85.48149383336555,8.747032439403078,5976.5830619770395,2.3146950302598794,1.7563849912160103
169,120.47142024522599,99.64971746483646,119.63380101326405,129.86794438432483,4.088157190738325,2.8961066103596247
170,138.9767169327138,84.07122133932313,136.10114367382727,107.35354528396456,5.124112474957145,3.4247690578220245
171,166.44177354197612,55.211175752053634,96.09879623656529,96.98991130656604,4.46935212714322,2.5353915052137537
172,146.03194259522212,53.73638520552299,96.49791852286467,87.27016906913754,3.8137150636972796,1.802449281614952
173,166.31046411113485,33.33348635743146,76.53611136649094,62.08344102258336,5.411002334354187,2.340204845642993
174,176.70938432596859,28.49700099293765,70.55207527380419,54.3550489639055,5.963551654443338,2.430303395485495
175,174.80102241431183,23.430110342203793,43.101463586991066,69.95333920776312,6.210914396678602,2.5044606176440887
176,179.0231389457135,26.485213686038254,60.55910149362383,59.54078142128907,5.277825856052649,1.9394460383606493
177,193.21983371231173,27.61187756633019,55.3800712963263,66.62466901530105,4.83062693148801,1.7604751319566934
178,150.53964817726157,43.763498869583124,131.12122090946534,60.37945030165786,4.743982414231509,1.7732889711033537
179,126.97068852106163,42.39047287988656,119.68447992152736,61.211880773627776,4.350113048342248,1.5741888971175528
180,89.3641227459102,30.44123702144565,64.05786925003122,64.88958486194899,3.993895219797692,1.3182398655580805
181,89.3164070013595,21.748697803109444,36.080065998732834,75.9054538572927,4.862955062359468,1.5119364916038627
182,94.60507433137089,15.891473060160461,33.89429957353574,57.65196209655436,6.826037683884098,2.096038567599227
183,106.589526475552,14.776516435777765,1.0288130303684826,1164.2061718402852,6.4512421164731295,1.8508599758340918
184,111.84441565414191,15.156065223067586,52.942442398414556,37.422214306700575,6.958908285053208,1.9235139193545678
185,125.76021541407512,21.09591367500253,73.03427078068634,40.85037024484973,6.534850590866869,2.157280889950968
186,137.87889851177667,88.18922793516445,51.324880803767265,226.196465683059,3.894354815364745,3.8880232133846437
187,135.9171010814802,146.6598225687626,46.41956749298954,400.03992589980606,2.5217650334720867,3.1685380026388517
188,109.12249039106622,195.31921067542658,1.0288130303684835,15392.199660104456,1.8970896758526774,2.9792600117255463
189,130.0168851596903,279.66785962212583,1.0288130303684826,21951.159341398085,1.4339183867516325,2.905251921625704
190,102.74697545715654,183.17576987665103,52.213122897124805,655.1300040575401,2.179120962199317,3.249232895729791
191,68.91846426337102,100.12413199103263,58.223982307870095,231.09860442497043,2.442102843364956,1.9669589488056822
192,45.24336447872155,63.08029122439774,56.11620985752349,149.99339308250404,3.140228194966023,1.872509559581207
193,42.85551760850891,43.38138015978953,112.01840557913752,61.716057754727416,5.540277052320702,2.4984194591020334
194,23.79700849319992,28.285581632651663,101.0300613413283,42.439942365189495,5.848900168159279,1.907524891603228
195,19.75708121568607,28.58098797392808,86.72104345159899,49.45241204167534,4.831112936335434,1.5200109044454744
196,34.953509813692406,30.602357436336693,88.04687051543911,52.691613660315085,4.686632088151308,1.5338551665046192
197,55.432568648901615,31.884388405850366,82.54666883295799,57.97009007820818,4.2268610097880766,1.3856037145417606
198,73.57657167349142,27.134975923884355,40.6306482121253,85.87956493895453,4.0886276519522164,1.3462788987273175
199,90.6396343499049,26.830104502155216,1.0288130303684826,2160.646848763027,3.7562355037301676,1.2375893641424878
200,88.0569558191415,23.76944469501584,6.990281517494291,226.4755102374067,4.476706954703244,1.4990017906726185
201,73.49544318749855,23.932916385580054,65.39316130233777,50.70935844141495,5.384392493921482,1.7639681712526114
202,64.17759525337117,28.4542744601185,74.73430056283904,54.08439812805994,4.7926374123793964,1.6150204421262533
203,59.73517175984738,29.448904236436046,80.21723923714899,54.890646023839125,4.961675337379403,1.73514209204087
204,49.885209405265826,26.888079698368607,1.0288130303684826,2144.2868305614047,4.171207584741417,1.4911401367824548
205,55.80225859990896,27.636951489599454,1.0288130303684826,2181.625210234416,4.027411841471481,1.449749362314385
206,60.92496076522881,29.65350987327192,1.0288130303684826,1441.7283179065912,4.064487392923408,1.5753756702651889
207,78.88068969766407,37.08837471489699,73.71087721373912,64.97075020152943,5.342994555085401,2.3506378808441726
208,24.70415234599151,39.010530324254624,92.11502363801293,65.24581550358582,4.374820158181404,1.7093341673048816
209,40.86008203061373,32.94124813564934,105.27654410146032,50.97220675840073,5.917367188777906,2.342264761189905
210,6.472870045599457,33.41140613140414,116.86489126236728,48.87787110052581,6.390065880919493,2.53253648165185
211,-5.016269747209562,27.74180294112516,92.94922637474573,46.39956634562984,6.7782705502757885,2.71961606550453
212,-14.693625331325467,22.175220979248877,83.445617303461,39.400545932311324,8.441040838305186,3.4987491927449375
213,-3.5177176636004126,18.627321973896002,42.42264101870688,56.476351944764765,9.122802556497206,4.193105815772748
214,-10.745501162875094,19.663988753066725,61.267011882818345,43.51443142791652,9.145940402139775,4.100769170091082
215,-8.82449233767704,21.27512750338697,89.02858082958615,36.34746820766941,10.30179080690928,4.793958185263467
216,-18.322539939767555,21.329039179496444,88.5948467230425,36.190572218091496,10.522598591471166,5.01993836867651
217,-3.892302515260893,25.57097185955308,98.99299507413909,41.41978215760933,10.308056011596884,5.43148513872564
218,-3.7504553120928716,28.882541455087882,90.73545668016942,48.55886841043322,8.237130886984104,4.150089412082578
219,-4.712012004665543,24.35675704392417,57.32956258359565,58.44536740172475,9.180451094202018,5.207180356022177
220,-7.646796734851201,21.05701775887753,60.393914776364745,47.52370930651633,11.568472144164092,6.970446798936081
221,1.453929983826905,20.17777494490704,64.06197886825144,44.20608218180529,13.437374322712298,8.837641198504626
222,12.64376443758273,18.367545872404914,35.94236394214568,64.37915511925024,12.345654253805712,7.681430692336303
223,15.275690989890785,18.967057604734052,63.9501663143833,39.64699789175446,15.10349573398752,10.152226677954566
224,10.807458275046507,18.571379284671227,51.37711409381311,47.45442334926256,12.338831014401286,7.290548829069628
225,7.635810822712278,20.438311084629632,55.171776637258056,49.9904990881499,12.479432291067354,8.041895242482147
226,0.9897399246474069,25.89462386328175,1.0288130303684826,2041.257735663128,9.672798058573951,7.11770907801017
227,-46.27371993128271,43.49494676665839,58.70900090862858,98.95918548860992,7.160004017368095,5.64597086601104
228,-43.54790500188141,68.35678783211624,1.0288130303684826,5298.793420379075,4.517600480561582,4.419028650942837
229,-62.42718035045157,314.7488470123423,372.84132565124725,408.3507481463489,7.400890928957739,8.793275070802569
230,-132.1584358029261,293.1827882753074,313.33174373422605,323.68461277956646,6.1822271822884405,7.671956679366106
231,-33.097703905657,134.22978668472942,216.96328111862738,156.54446237032354,8.073089989732614,9.020089814230836
232,70.97313501239375,143.08042660134495,209.10447808014686,169.6509170806668,8.132940665087542,10.091397997961987
233,-37.06044794619132,132.76391014488783,196.19773269782792,157.91050208827298,9.069496788426173,12.441712569364292
234,71.90713198274823,83.92351619687685,1.0288130303684826,6475.209805231761,5.093710539904368,6.752615591377204
235,85.5361471850972,147.41374215818075,1.0288130303684826,5998.558551884884,3.492850477457254,6.034425933718162
236,-144.95392301360638,334.7845607732215,180.85333316427872,437.2107496531137,3.947368630126278,8.245006616137589
237,-177.44823182939393,95.46249546862248,1.0288130303684826,5966.654319271673,6.398693316678099,11.719687667935178
238,-198.66035179874154,182.3350251216075,1.0288130303684826,9235.412081514512,3.458367596286123,7.128853068892862
239,-1.0145608093903356e-12,2.7078892177091424e-09,199.99999999999918,6.0590299533373e-10,0.0,
240,-121.1715028653625,138.79474621250978,1.0288130303684826,8313.988225684963,4.425664520878942,8.50082779842171
241,7.68394063904218e-13,1.0439158956021423e-09,200.0000000000007,9.120207553442797e-10,0.0,
242,-1.1804715517148866e-12,1.7547338114667034e-10,199.99999999999815,1.8339685785389252e-10,0.0,
243,-2.9326290900922633e-12,5.152027438979868e-10,200.00000000000023,4.582263315892993e-10,0.0,
244,-1.859931478967656e-12,4.3491297205387475e-11,199.99999999999835,4.4425758794425687e-10,0.0,
245,-1.4937990192351659e-13,6.854745377590757e-10,199.9999999999988,1.1642178449658952e-10,0.0,
246,-348.10538068426564,2.8302052948087014e-10,1.0288130303699867,7.111573606568845e-10,0.0,
247,-1.0101882794057166e-12,7.397847445670714e-09,200.00000000000003,2.9282468319716043e-09,0.0,
